age,education-num,race,sex,capital-gain,capital-loss,hours-per-week,income
25,6,4,1,0,0,40,0
31,10,4,1,0,0,40,0
64,2,4,1,0,0,40,0
90,9,2,1,0,2206,40,0
54,9,2,1,0,0,20,0
53,1,4,0,0,0,35,0
18,9,4,0,0,0,40,0
60,6,0,0,0,0,10,0
66,9,4,1,1409,0,50,0
75,11,4,0,0,0,20,0
65,9,4,0,0,0,40,0
35,7,2,1,3674,0,40,0
41,9,2,0,0,0,38,0
25,10,4,1,0,0,42,0
33,10,3,0,0,0,40,0
28,15,4,1,0,0,55,1
59,9,4,1,0,0,40,0
40,10,4,0,0,0,38,0
41,13,4,1,0,0,50,1
38,14,4,1,0,0,70,1
23,9,4,1,0,0,40,0
40,13,4,1,0,0,40,1
41,9,4,0,0,0,20,0
24,12,4,1,0,0,50,0
20,10,4,1,0,0,20,0
38,10,4,1,0,1741,40,0
56,9,4,1,0,0,35,0
58,9,4,1,0,0,45,1
32,9,4,0,0,0,34,0
40,12,4,1,0,1977,60,1
45,9,4,1,0,0,40,0
41,15,4,0,0,0,40,1
42,13,2,0,0,0,40,0
59,6,2,0,0,0,30,0
19,10,4,1,0,0,40,0
58,10,4,1,0,0,20,0
42,9,1,1,0,0,40,1
20,9,4,0,0,0,40,0
32,9,4,0,0,0,30,0
45,11,4,0,0,0,45,0
50,4,4,1,0,0,40,0
36,13,4,0,0,0,40,0
45,9,4,1,0,0,60,0
17,7,4,1,0,0,12,0
59,10,4,1,4064,0,40,0
26,7,4,1,0,0,40,0
37,10,1,1,0,0,75,1
19,10,4,1,0,0,24,0
64,9,4,1,0,0,40,1
33,13,4,0,0,0,45,0
33,9,4,0,0,0,40,1
61,9,4,1,0,0,40,1
17,5,4,1,1055,0,24,0
50,14,4,1,2407,0,98,0
27,14,4,1,0,0,35,0
30,9,4,0,0,0,40,0
43,9,2,1,0,0,40,0
44,10,4,1,7298,0,40,1
35,10,4,0,0,0,40,0
25,10,4,0,0,0,40,0
24,10,4,0,7298,0,48,1
22,13,4,0,0,0,15,0
42,10,4,1,5178,0,40,1
34,12,2,0,0,0,45,0
60,13,4,0,0,0,42,0
21,9,4,1,0,0,40,0
57,14,4,1,15024,0,40,1
41,15,4,1,0,0,60,1
50,10,4,1,0,0,45,0
25,13,4,0,0,0,40,0
50,4,4,1,0,0,40,0
36,13,4,1,0,0,45,0
31,9,4,0,0,0,40,0
29,13,4,1,0,0,56,0
21,10,4,1,0,0,45,0
27,13,2,0,0,0,40,0
65,9,4,1,0,0,16,0
37,13,4,0,0,0,60,0
39,14,1,0,3464,0,40,0
24,9,4,1,0,0,40,0
38,9,4,1,0,0,80,0
48,13,4,1,7688,0,40,1
21,10,1,0,0,0,25,0
31,9,4,1,0,0,45,1
55,9,4,1,4386,0,40,1
24,10,1,0,0,0,40,0
43,9,4,0,0,0,40,0
26,12,4,1,0,0,45,0
46,12,4,0,0,0,33,0
35,12,4,1,0,0,40,1
41,10,4,1,0,0,54,1
26,13,4,1,0,0,40,0
34,14,1,1,7298,0,35,1
19,10,2,0,0,0,25,0
36,13,2,0,0,0,40,1
22,10,4,1,0,0,15,0
24,10,4,1,0,0,40,0
77,10,4,1,0,0,40,0
22,3,4,0,0,0,40,0
29,10,4,0,0,0,40,0
62,9,4,0,0,0,24,0
39,9,4,1,0,0,40,0
43,10,4,1,0,1485,50,0
35,9,4,1,0,0,45,0
29,7,4,0,0,0,40,0
76,14,4,1,0,0,10,0
63,9,4,1,0,0,45,0
23,11,2,0,0,0,15,0
43,10,4,0,0,1887,50,1
58,9,4,1,0,0,40,0
66,9,4,1,2050,0,55,0
41,10,2,1,0,0,45,0
26,13,4,1,0,0,40,0
47,11,4,1,0,0,40,0
55,6,4,1,0,0,40,0
53,9,4,1,0,0,40,0
17,3,4,1,0,0,48,0
30,9,4,1,0,0,40,0
49,14,4,1,0,0,60,0
19,9,2,1,0,0,30,0
45,9,2,1,0,0,40,0
26,12,4,1,0,0,40,0
38,11,4,1,7298,0,40,1
36,9,4,1,7298,0,40,1
33,9,4,1,0,0,20,0
22,10,2,0,0,0,40,0
43,13,4,1,0,0,42,0
67,7,4,1,0,0,8,0
30,11,4,0,0,0,40,0
56,12,4,1,0,0,25,0
31,13,4,1,0,0,25,0
33,13,4,1,0,0,40,1
26,9,4,1,0,0,40,0
33,13,4,1,0,0,40,1
46,7,4,1,0,0,30,0
59,13,4,1,0,0,40,1
38,9,4,1,0,0,40,1
65,7,3,1,0,0,40,0
40,11,4,1,0,0,40,1
42,9,4,0,0,0,35,0
26,5,4,1,0,0,40,0
36,6,4,0,0,0,24,0
62,14,4,1,0,0,40,1
43,13,4,1,0,0,45,0
43,13,4,1,0,1564,45,1
22,9,4,1,0,0,55,0
28,9,4,1,0,0,40,0
56,10,4,1,0,0,45,0
22,12,4,0,0,0,15,0
57,13,4,0,0,0,45,1
39,9,4,0,0,0,40,0
26,10,4,0,0,0,15,0
17,7,4,1,0,0,10,0
40,11,4,1,0,0,38,1
45,9,2,1,0,0,40,0
44,9,2,1,0,0,40,0
20,10,4,0,0,0,10,0
33,9,4,0,0,0,40,0
23,10,4,1,0,0,40,0
46,14,4,1,0,0,30,0
38,9,4,1,0,0,50,0
54,9,4,1,0,0,40,0
46,3,4,0,0,2339,45,0
25,10,4,1,0,0,40,0
46,10,4,0,0,0,40,0
36,10,4,0,0,0,40,0
23,9,4,0,0,0,25,0
29,9,4,1,0,0,40,0
44,10,4,0,0,2415,6,1
19,10,4,0,0,0,16,0
19,9,4,0,0,0,40,0
35,9,4,0,0,0,40,1
27,13,4,1,0,0,50,0
46,12,4,1,0,0,40,0
34,13,4,1,7688,0,45,1
34,9,4,0,0,0,35,0
44,10,4,1,0,0,40,0
45,10,4,0,0,0,40,0
20,9,4,0,0,0,35,0
25,13,4,1,0,0,55,1
52,13,4,1,0,0,50,1
20,10,4,1,0,0,40,0
28,10,4,0,0,0,40,0
50,13,4,1,0,0,40,1
34,11,4,0,0,0,64,0
28,4,3,1,0,2179,40,0
41,14,4,1,0,1977,65,1
28,9,4,1,0,0,40,0
46,9,4,1,0,0,25,0
28,10,4,0,0,1887,40,1
32,10,4,1,0,0,50,0
41,10,2,0,0,0,24,0
24,9,2,0,0,0,40,0
33,10,4,0,0,0,40,0
46,16,4,1,15024,0,60,1
31,10,4,1,0,0,40,0
35,8,4,1,0,0,50,1
52,2,4,1,0,0,40,0
30,7,4,0,0,0,19,0
34,7,2,1,0,0,40,0
34,9,4,0,0,0,40,0
20,10,4,1,0,0,30,0
17,7,4,1,2176,0,18,0
32,13,4,0,0,0,40,1
29,9,4,1,0,0,40,0
33,6,4,0,0,0,35,0
25,9,4,1,0,0,60,0
36,14,4,1,0,1408,40,0
23,9,4,1,0,0,72,0
63,9,4,1,0,0,40,1
47,14,4,1,0,0,40,0
80,9,4,1,0,0,24,0
17,7,4,1,0,0,40,0
40,13,4,0,2174,0,40,0
30,12,4,0,0,0,25,1
27,10,1,1,0,1980,40,0
33,14,4,1,0,0,50,1
34,9,2,1,594,0,60,0
34,10,4,0,0,0,40,0
23,10,4,1,0,0,40,0
42,10,4,0,0,0,40,0
29,13,4,1,0,0,40,0
45,9,4,0,0,0,28,0
24,9,4,1,0,0,40,0
44,10,4,1,0,0,40,1
27,5,4,1,0,0,40,0
20,10,4,1,0,0,35,0
44,9,2,0,0,0,40,0
51,9,0,1,0,0,40,0
20,9,4,1,0,0,40,0
17,7,4,0,0,0,5,0
19,9,2,0,0,0,40,0
45,10,4,1,0,0,55,1
60,9,4,1,0,0,40,1
42,12,2,1,0,0,40,1
44,9,4,0,0,0,40,1
40,11,1,1,0,0,40,1
30,9,4,0,0,0,40,0
38,10,2,1,0,0,50,0
23,9,4,1,0,0,60,0
32,10,4,1,0,0,40,0
44,12,4,1,0,0,40,0
54,9,2,1,0,0,40,0
32,13,4,1,0,0,50,0
50,2,4,1,0,0,40,0
24,13,4,0,0,0,20,0
37,9,4,0,0,0,60,0
52,9,4,1,0,0,40,0
38,10,4,1,0,0,40,0
49,14,4,1,0,1977,45,1
30,13,4,0,0,0,16,1
60,10,4,1,0,0,40,1
22,10,4,1,0,0,40,0
35,9,4,1,0,0,40,0
30,9,4,1,0,0,60,0
67,11,4,0,0,0,24,0
46,13,4,0,0,0,40,0
17,5,4,1,0,0,6,0
22,10,4,1,0,0,30,0
27,6,4,1,0,0,40,0
23,9,4,0,0,0,35,0
33,12,4,1,0,0,45,0
43,10,4,1,0,0,20,0
28,13,4,1,0,0,20,0
41,9,4,0,0,0,40,0
52,8,2,1,594,0,40,0
25,10,2,0,0,0,20,0
63,2,4,1,0,0,35,0
59,9,4,1,0,0,45,0
45,13,4,0,0,0,40,0
38,13,4,1,15024,0,60,1
40,9,4,0,0,0,35,0
46,9,4,1,0,0,40,0
35,12,4,0,0,0,60,0
34,9,4,0,0,0,25,0
33,13,4,1,0,0,20,0
41,9,4,0,0,0,36,0
20,10,4,1,0,0,40,0
23,3,4,1,0,0,40,0
26,10,4,0,0,0,35,0
72,9,4,1,0,0,20,0
23,9,4,1,0,0,40,0
62,9,4,1,0,0,40,0
52,10,4,1,0,0,40,0
58,10,4,0,0,0,42,0
25,13,4,0,0,0,40,0
24,13,2,1,0,0,40,0
19,10,4,1,0,0,8,0
43,10,4,1,0,0,40,0
47,9,2,0,0,0,40,0
39,9,4,0,0,0,40,0
49,11,4,1,0,1380,42,0
53,3,2,0,0,0,30,0
32,11,4,1,0,0,45,0
34,10,4,1,0,0,50,1
28,9,4,1,0,0,45,0
57,11,4,0,0,0,38,0
25,10,0,0,0,0,20,0
20,10,4,1,0,0,24,0
21,10,4,0,0,0,35,0
34,13,4,1,0,0,50,1
38,13,4,1,15024,0,80,1
50,9,4,1,7688,0,50,1
24,10,2,1,0,0,50,0
37,10,4,1,0,0,45,1
44,10,4,1,0,0,58,1
28,10,4,0,0,0,40,0
42,13,4,1,0,0,40,1
74,10,4,0,0,0,9,0
38,9,4,1,0,0,50,0
44,14,4,1,0,0,40,0
44,7,3,0,0,0,46,0
26,9,4,1,0,0,40,0
36,9,2,1,0,0,40,0
41,12,4,0,0,0,50,1
67,15,4,1,20051,0,48,1
39,8,4,1,0,0,50,0
57,2,2,0,0,0,30,0
29,11,4,1,0,0,40,0
31,13,4,0,0,0,45,0
34,9,2,0,0,0,40,0
44,10,4,1,0,0,40,0
29,16,4,1,0,0,40,0
30,10,4,0,0,0,40,0
27,9,4,1,0,0,40,0
27,10,4,1,0,0,50,0
32,9,4,0,0,0,45,0
58,6,4,0,0,0,8,0
35,10,4,1,0,0,40,0
21,9,4,1,0,0,36,0
28,10,4,1,0,0,40,0
46,10,4,1,0,0,50,0
36,9,4,0,0,0,40,0
72,7,4,0,0,0,40,0
35,9,2,0,0,0,40,0
33,11,2,0,0,0,40,1
69,7,4,0,0,0,40,0
35,9,4,1,0,0,40,0
31,9,4,0,0,0,20,0
34,9,4,0,0,0,32,0
30,7,4,1,0,0,40,0
28,13,4,1,0,0,55,0
54,13,4,1,0,0,35,1
47,10,4,1,0,0,50,1
24,9,2,0,0,0,40,0
52,13,4,1,0,0,60,1
20,9,0,1,0,0,48,0
43,14,4,1,5013,0,45,0
45,4,4,0,0,0,40,0
29,9,4,1,0,0,35,0
47,14,4,1,0,0,42,0
24,9,4,1,0,0,40,0
51,9,4,1,0,0,40,0
17,7,4,1,0,0,12,0
37,11,4,1,0,1977,40,1
27,16,4,0,0,0,70,0
29,13,4,1,0,0,40,1
18,8,4,1,0,0,25,0
36,12,4,0,0,0,35,0
58,13,4,0,0,0,40,0
26,10,4,1,0,0,45,0
65,10,4,1,0,0,30,1
57,9,4,1,0,0,40,1
59,9,4,1,0,0,40,0
27,9,4,1,0,0,40,0
31,13,4,1,0,0,40,0
21,10,4,0,0,0,24,0
29,10,4,1,0,0,60,0
18,7,4,1,0,0,40,0
52,6,4,1,0,1887,47,1
57,13,4,1,0,0,80,0
42,9,4,1,0,0,40,0
55,9,1,0,0,0,40,0
60,4,4,1,0,0,48,1
31,13,4,1,7688,0,40,1
23,13,4,0,0,0,40,0
27,9,4,1,0,0,40,0
23,10,0,0,0,0,25,0
42,15,4,1,0,1902,50,1
25,10,4,1,2174,0,40,0
49,13,4,0,0,0,45,0
32,13,4,1,0,0,40,0
19,10,4,1,0,0,28,0
60,4,4,0,0,0,40,0
42,5,4,1,0,0,40,0
35,12,4,1,0,0,40,0
48,9,2,0,0,0,37,0
51,14,4,1,0,0,40,1
29,9,0,1,0,0,40,0
36,9,2,1,0,0,40,0
17,6,4,0,0,0,21,0
52,14,4,0,6849,0,60,0
24,9,4,1,0,0,40,0
24,9,4,1,0,0,50,0
26,13,4,1,1055,0,40,0
27,13,4,0,0,0,20,0
39,9,4,1,0,0,60,0
30,9,2,1,0,0,45,0
50,9,4,1,0,0,32,0
52,13,4,1,0,0,55,0
46,15,4,1,15024,0,45,1
23,13,4,0,0,0,20,0
45,7,2,0,0,0,20,0
65,5,2,0,0,0,24,0
29,11,4,1,0,0,55,0
47,5,4,1,0,0,40,0
30,9,2,1,0,0,60,0
34,9,4,1,0,0,45,1
38,9,4,1,0,0,64,0
33,10,4,1,0,0,40,1
49,13,4,1,0,0,26,1
47,10,2,0,0,0,40,0
49,6,2,0,0,0,40,0
43,10,4,1,15024,0,60,1
30,13,2,0,0,0,40,1
58,9,4,1,0,0,60,0
19,9,4,0,0,0,14,0
21,13,4,1,0,0,40,0
33,13,4,1,15024,0,60,1
47,3,4,1,0,0,50,0
52,16,4,1,0,0,60,1
26,9,4,1,0,0,55,0
60,9,4,1,0,0,40,0
21,10,4,1,0,0,40,0
36,10,4,1,5178,0,50,1
31,10,4,1,0,0,45,0
50,16,4,1,0,0,40,1
31,9,4,0,0,0,40,0
71,9,4,1,0,0,15,0
58,9,4,1,0,0,50,0
30,13,4,1,0,0,40,1
20,10,4,1,0,0,20,0
24,9,4,1,4101,0,50,0
35,16,1,1,0,0,40,1
38,10,4,0,0,0,45,0
27,9,4,0,0,0,32,0
29,10,1,0,0,0,40,0
70,5,4,0,1111,0,15,0
34,9,4,1,0,0,45,0
44,4,4,1,0,0,35,0
43,9,4,1,0,0,40,1
44,8,2,1,0,0,40,1
35,14,4,1,0,0,60,0
27,10,4,1,0,0,40,0
43,14,4,1,0,0,38,0
20,10,4,0,0,0,25,0
42,12,4,0,8614,0,40,1
27,10,4,1,3411,0,40,0
42,9,2,1,0,0,40,1
20,7,1,0,0,1762,40,0
24,5,4,1,0,1721,40,0
48,10,4,1,0,0,40,0
17,7,4,0,0,0,20,0
17,7,4,1,0,0,10,0
33,13,4,1,0,0,40,1
50,9,4,1,0,0,50,1
22,9,4,0,2597,0,40,0
17,8,4,1,0,0,16,0
32,10,4,1,0,0,40,0
31,9,4,1,0,0,45,0
58,9,4,1,0,0,50,0
29,9,4,1,0,0,48,0
37,11,4,1,0,0,40,1
34,9,4,1,0,0,40,1
23,10,2,1,0,0,40,0
18,7,4,0,0,0,5,0
34,9,4,0,0,0,40,0
66,4,4,1,0,0,4,0
45,13,4,0,0,0,55,0
41,14,4,1,0,0,35,0
26,9,4,1,0,0,30,0
54,10,4,1,0,0,40,0
24,10,2,0,0,0,45,0
42,10,4,1,0,0,50,0
20,10,4,1,0,0,20,0
23,13,4,0,0,0,20,0
25,12,4,1,0,0,45,0
35,14,4,1,0,0,60,1
31,14,4,1,0,1902,40,1
30,13,4,0,0,0,40,0
19,9,4,0,0,0,20,0
36,13,4,1,0,0,50,0
31,13,4,0,0,1380,40,0
21,10,4,1,0,0,30,0
31,10,4,1,0,0,40,0
46,16,4,0,25236,0,65,1
44,13,4,0,0,0,50,1
40,8,2,1,0,0,40,0
45,10,2,1,0,0,40,0
60,9,4,1,0,0,35,0
18,7,4,1,0,0,25,0
28,13,4,1,0,0,40,0
36,10,2,0,0,0,40,0
36,13,4,1,0,0,40,0
40,11,4,1,4386,0,40,0
36,13,4,0,0,0,35,0
31,9,2,0,0,0,40,0
33,9,4,1,0,0,40,0
19,9,4,0,0,0,40,0
22,10,4,0,0,0,15,0
34,13,4,1,0,0,45,1
33,9,4,1,0,0,40,0
41,9,4,1,0,2051,60,0
29,13,4,1,4650,0,40,0
50,9,4,1,0,0,42,1
42,13,4,1,7298,0,45,1
43,13,4,1,0,0,40,1
44,9,4,0,0,0,40,0
20,10,4,0,0,0,20,0
31,9,4,1,0,0,40,0
65,7,4,1,9386,0,59,1
23,10,4,0,0,0,24,0
55,10,1,0,0,0,40,0
26,11,4,1,0,2377,45,0
25,11,4,0,0,0,15,0
45,10,2,0,0,0,40,0
35,10,4,1,2407,0,40,0
36,10,2,0,0,0,36,0
43,13,4,1,0,0,50,0
56,9,2,0,594,0,20,0
42,13,4,1,0,0,40,1
19,10,4,0,0,0,25,0
55,9,4,1,0,0,72,0
42,14,4,0,14084,0,50,1
26,11,4,1,0,0,40,0
17,8,4,1,0,0,20,0
42,13,4,0,0,0,40,1
55,9,4,1,7688,0,40,1
32,10,2,0,0,0,40,0
29,7,2,1,0,0,40,0
46,13,4,1,0,0,37,0
29,13,4,1,7688,0,40,1
22,13,4,1,0,0,20,0
58,6,4,1,0,0,40,0
23,9,4,1,0,0,50,0
39,9,4,1,0,0,40,0
27,11,4,1,0,0,38,0
54,9,4,1,0,0,40,1
33,13,4,0,0,0,45,0
46,9,4,0,0,0,40,1
37,9,2,1,0,0,40,0
36,9,4,0,0,0,18,0
59,9,4,0,0,0,38,1
34,9,4,1,0,0,40,0
53,16,4,1,0,0,70,1
51,13,4,1,0,0,55,1
32,6,4,0,0,0,42,0
31,10,4,1,0,0,40,0
22,10,4,0,0,0,30,0
47,13,4,0,0,0,50,0
32,9,4,1,0,0,40,0
26,10,4,0,0,0,38,0
37,3,4,1,0,0,32,0
31,9,4,1,0,0,55,0
37,11,4,0,0,0,24,1
55,9,4,1,0,0,38,0
23,11,4,1,0,0,56,0
36,10,4,0,0,0,40,0
34,14,4,1,0,0,40,0
43,13,4,1,0,0,50,1
54,10,4,1,0,0,40,0
43,10,4,1,0,0,40,0
28,11,4,0,0,1669,42,0
40,11,4,1,0,0,50,1
41,10,4,1,0,0,60,0
40,13,3,0,0,0,55,1
42,10,2,0,0,0,38,0
61,9,4,1,0,2352,50,0
18,8,4,1,0,0,30,0
59,9,4,1,0,0,16,0
21,9,4,0,1055,0,40,0
48,11,4,1,0,0,50,1
41,13,4,1,0,0,40,0
18,10,4,1,0,0,33,0
23,9,4,0,2463,0,40,0
60,9,4,1,0,0,60,1
22,10,2,1,0,0,20,0
61,9,4,1,0,0,40,0
25,9,2,1,0,0,40,0
46,14,4,1,0,0,35,1
43,13,4,1,0,1902,40,1
43,12,4,1,0,0,40,0
24,9,2,1,0,1721,30,0
68,7,4,1,0,0,20,0
31,9,4,0,0,0,38,0
17,7,4,0,0,0,20,0
32,9,4,1,5178,0,48,1
50,14,4,1,0,0,40,0
33,13,4,1,3103,0,47,1
64,13,4,1,0,0,40,1
20,9,4,1,0,0,30,0
30,9,4,0,0,0,36,0
22,10,2,1,0,0,40,0
43,10,4,1,0,0,45,0
22,10,4,1,0,0,40,0
17,6,4,1,0,0,20,0
47,9,4,0,0,0,75,0
41,11,4,0,0,0,60,0
56,10,4,1,0,0,50,1
64,9,4,1,0,0,45,0
47,9,4,1,0,0,50,1
48,11,4,1,0,0,40,0
31,14,4,0,0,0,46,0
29,11,4,1,0,0,40,0
30,9,4,0,0,0,40,0
32,9,4,1,0,1672,60,0
57,9,4,1,0,653,42,1
62,9,4,0,0,0,40,0
39,9,4,0,0,0,24,0
43,10,4,1,0,0,25,0
24,13,4,1,0,0,40,0
42,7,4,1,0,0,15,0
53,10,4,0,4386,0,40,1
26,10,4,1,0,0,40,0
73,9,4,1,0,0,40,0
72,7,4,0,0,0,24,0
55,9,4,1,0,0,40,0
25,9,4,1,0,0,40,0
41,13,4,0,0,0,50,1
24,13,4,1,0,0,50,0
63,9,4,1,0,0,6,0
17,7,4,1,0,0,20,0
35,10,4,1,0,0,50,0
51,10,4,1,0,0,40,1
62,13,4,0,0,0,48,0
55,9,4,1,4386,0,40,1
43,10,4,1,0,0,40,0
40,9,4,0,0,0,50,0
37,13,4,1,0,0,45,1
39,13,4,1,0,0,40,0
31,9,4,1,0,0,18,0
61,14,4,0,0,0,40,1
26,11,4,0,0,0,55,0
46,9,4,1,0,0,50,0
26,13,4,0,0,0,40,0
48,16,4,1,0,0,50,1
34,9,4,1,0,0,40,0
34,9,4,0,0,0,40,0
59,9,4,1,0,0,40,1
34,13,4,0,0,0,40,0
49,13,4,0,0,0,56,1
18,7,4,0,0,0,20,0
43,9,4,1,0,0,40,0
48,7,4,1,0,0,50,0
28,10,4,1,0,0,70,0
